image,label
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073257_20190822073557_tile_2423.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073257_20190822073557_tile_2423.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073257_20190822073557_tile_2424.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073257_20190822073557_tile_2424.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073257_20190822073557_tile_2425.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073257_20190822073557_tile_2425.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073257_20190822073557_tile_2426.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073257_20190822073557_tile_2426.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073257_20190822073557_tile_2427.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073257_20190822073557_tile_2427.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073257_20190822073557_tile_2428.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073257_20190822073557_tile_2428.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073257_20190822073557_tile_2429.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073257_20190822073557_tile_2429.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073257_20190822073557_tile_2430.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073257_20190822073557_tile_2430.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073746_20190822074042_tile_5373.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073746_20190822074042_tile_5373.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073746_20190822074042_tile_5374.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073746_20190822074042_tile_5374.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073746_20190822074042_tile_5375.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073746_20190822074042_tile_5375.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073746_20190822074042_tile_5376.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073746_20190822074042_tile_5376.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073746_20190822074042_tile_5377.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073746_20190822074042_tile_5377.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073746_20190822074042_tile_5378.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073746_20190822074042_tile_5378.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073746_20190822074042_tile_5379.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073746_20190822074042_tile_5379.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073746_20190822074042_tile_5380.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073746_20190822074042_tile_5380.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073746_20190822074042_tile_5385.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073746_20190822074042_tile_5385.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073746_20190822074042_tile_5386.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073746_20190822074042_tile_5386.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073746_20190822074042_tile_5387.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073746_20190822074042_tile_5387.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073746_20190822074042_tile_5388.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822073746_20190822074042_tile_5388.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4743.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4743.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4744.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4744.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4745.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4745.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4746.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4746.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4747.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4747.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4748.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4748.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4749.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4749.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4750.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4750.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4751.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4751.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4752.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4752.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4753.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4753.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4754.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4754.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4755.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4755.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4756.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074237_20190822074521_tile_4756.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074720_20190822075013_tile_10025.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074720_20190822075013_tile_10025.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074720_20190822075013_tile_10026.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074720_20190822075013_tile_10026.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074720_20190822075013_tile_10027.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074720_20190822075013_tile_10027.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074720_20190822075013_tile_10028.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074720_20190822075013_tile_10028.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074720_20190822075013_tile_10029.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074720_20190822075013_tile_10029.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074720_20190822075013_tile_10030.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074720_20190822075013_tile_10030.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074720_20190822075013_tile_10031.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074720_20190822075013_tile_10031.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074720_20190822075013_tile_10032.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074720_20190822075013_tile_10032.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074720_20190822075013_tile_10033.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074720_20190822075013_tile_10033.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074720_20190822075013_tile_10034.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074720_20190822075013_tile_10034.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074720_20190822075013_tile_10039.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074720_20190822075013_tile_10039.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074720_20190822075013_tile_10040.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822074720_20190822075013_tile_10040.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8129.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8129.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8130.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8130.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8131.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8131.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8132.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8132.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8133.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8133.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8134.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8134.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8135.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8135.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8136.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8136.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8137.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8137.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8138.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8138.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8139.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8139.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8140.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8140.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8141.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8141.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8142.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8142.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8143.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8143.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8144.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075219_20190822075510_tile_8144.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10697.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10697.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10698.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10698.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10699.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10699.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10700.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10700.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10701.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10701.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10702.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10702.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10703.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10703.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10704.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10704.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10705.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10705.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10706.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10706.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10707.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10707.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10708.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10708.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10709.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10709.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10710.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10710.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10711.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10711.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10712.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822075657_20190822080002_tile_10712.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_603.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_603.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_604.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_604.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_605.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_605.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_606.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_606.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_607.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_607.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_608.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_608.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_609.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_609.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_610.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_610.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_611.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_611.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_612.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_612.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_614.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_614.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_616.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_616.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_617.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_617.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_618.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080151_20190822080440_tile_618.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_215.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_215.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_217.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_217.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_218.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_218.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_219.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_219.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_220.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_220.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_221.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_221.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_222.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_222.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_223.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_223.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_224.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_224.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_225.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_225.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_226.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_226.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_227.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_227.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_228.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_228.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_229.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822080619_20190822080931_tile_229.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9809.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9809.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9810.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9810.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9811.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9811.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9812.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9812.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9813.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9813.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9814.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9814.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9815.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9815.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9816.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9816.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9817.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9817.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9818.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9818.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9823.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9823.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9824.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9824.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822082047_20190822082347_tile_4315.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822082047_20190822082347_tile_4315.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822082047_20190822082347_tile_4316.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822082047_20190822082347_tile_4316.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822082047_20190822082347_tile_4317.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822082047_20190822082347_tile_4317.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822082047_20190822082347_tile_4318.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822082047_20190822082347_tile_4318.tif
./root/sartrain/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822082047_20190822082347_tile_4319.tif,./root/masks/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822082047_20190822082347_tile_4319.tif
